symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review
ZENITHINFO,Zenith Infotech Limited,EQ,10.0,Annual General Meeting,2014-03-19,,2014-03-21,2014-03-29,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
AMTEKAUTO,Amtek Auto Limited,EQ,2.0,Annual General Meeting/Dividend - Re 0.50/- Per Share (Purpose Revised),2014-03-20,,2014-03-22,2014-03-24,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.5,,,,,1,False,False
BFUTILITIE,BF Utilities Limited,EQ,5.0,Annual General Meeting,2014-03-20,,2014-03-24,2014-03-24,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
CASTEXTECH,Castex Technologies Limited,EQ,2.0,Annual General Meeting/Dividend - Re 0.10/- Per Share (Purpose Revised),2014-03-20,,2014-03-22,2014-03-24,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.10/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.1,,,,,1,False,False
ENGINERSIN,Engineers India Limited,EQ,5.0,Interim Dividend - Rs 3.50/- Per Share (Purpose Revised),2014-03-20,2014-03-21,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.5,,,,,1,False,False
GPIL,Godawari Power And Ispat limited,EQ,1.0,Interim Dividend - Rs 1.50/- Per Share (Purpose Revised),2014-03-20,2014-03-21,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RS 1.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
HEXAWARE,Hexaware Technologies Limited,EQ,2.0,Annual General Meeting/Final Dividend - Re 1/- Per Share,2014-03-20,,2014-03-24,2014-03-28,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/FINAL DIVIDEND - RE 1/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
IDFC,IDFC Limited,H7,5000.0,Interest Payment,2014-03-20,2014-03-21,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
JAYAGROGN,Jayant Agro Organics Limited,EQ,5.0,Interim Dividend Rs 2.50 Per Share,2014-03-20,2014-03-21,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
KSB,Ksb Limited,EQ,2.0,Annual General Meeting/Dividend Rs.4.50/- Per Share,2014-03-20,,2014-03-24,2014-04-11,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS.4.50/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,4.5,,,,,1,False,False
SFCL,Star Ferro and Cement Limited,EQ,1.0,Interim Dividend Re 0.33/- Per Share,2014-03-20,2014-03-21,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.33/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.33,,,,,1,False,False
ACC,ACC Limited,EQ,10.0,Annual General Meeting / Final Dividend - Rs 19/- Per Share,2014-03-24,,2014-03-26,2014-04-09,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING / FINAL DIVIDEND - RS 19/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,19.0,,,,,1,False,False
GODREJCP,Godrej Consumer Products Limited,EQ,1.0,Annual Book Closure,2014-03-24,,2014-03-26,2014-03-26,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL BOOK CLOSURE,False,False,False,False,False,False,False,False,False,False,False,OTHER,,,,,,0,False,False
TVSHLTD,TVS Holdings Limited,EQ,5.0,Second Interim Dividend - Rs 3.75/- Per Share (Purpose Revised),2014-03-24,2014-03-25,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,SECOND INTERIM DIVIDEND - RS 3.75/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.75,,,,,1,False,False
RAJTV,Raj Television Network Limited,EQ,5.0,Bonus 1:1 / Face Value Split From Rs.10/- To Rs.5/-,2014-03-25,2014-03-26,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,BONUS 1:1 / FACE VALUE SPLIT FROM RS.10/- TO RS.5/-,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,5.0,2,True,True
WINSOMEDJ,Winsome Diamonds and Jewellery Limited,EQ,10.0,Annual General Meeting,2014-03-25,,2014-03-27,2014-03-31,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
NLCINDIA,NLC India Limited,EQ,10.0,Interim Dividend - Re 1/- Per Share (Purpose Revised),2014-03-26,2014-03-27,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RE 1/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
OIL,Oil India Limited,EQ,10.0,2nd Interim Dividend - Rs 10/- Per Share (Purpose Revised),2014-03-26,2014-03-27,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,2ND INTERIM DIVIDEND - RS 10/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,10.0,,,,,1,False,False
OMINFRAL,OM INFRA LIMITED,EQ,1.0,Interim Dividend - Re 0.10/- Per Share,2014-03-26,2014-03-27,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.10/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.1,,,,,1,False,False
KEMROCK,Kemrock Industries and Exports Limited,EQ,10.0,Annual General Meeting,2014-03-27,,2014-03-29,2014-03-31,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
MARICO,Marico Limited,EQ,1.0,Silver Jubilee Third Interim Dividend Re 1.75/- Per Equity Share (Purpose Revised),2014-03-27,2014-04-01,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,SILVER JUBILEE THIRD INTERIM DIVIDEND RE 1.75/- PER EQUITY SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.75,,,,,1,False,False
ONGC,Oil & Natural Gas Corporation Limited,EQ,5.0,Second Interim Dividend - Rs 4.25/- Per Share (Purpose Revised),2014-03-27,2014-03-29,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,SECOND INTERIM DIVIDEND - RS 4.25/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.25,,,,,1,False,False
SBBJ,State Bank of Bikaner and Jaipur,EQ,10.0,Interim Dividend - Rs 14.30/- Per Share (Purpose Revised),2014-03-27,2014-03-31,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RS 14.30/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,14.3,,,,,1,False,False
SCHAEFFLER,Schaeffler India Limited,EQ,2.0,Dividend Rs 6 Per Share,2014-03-27,,2014-04-01,2014-04-05,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,DIVIDEND RS 6 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
VIKASECO,Vikas EcoTech Limited,EQ,1.0,Face Value Split From Rs 10/- To Re 1/-,2014-03-27,2014-03-30,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,FACE VALUE SPLIT FROM RS 10/- TO RE 1/-,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,10.0,1.0,1,False,False
KOTHARIPRO,Kothari Products Limited,EQ,10.0,Bonus 2 : 1,2014-03-28,2014-04-02,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,BONUS 2 : 1,False,True,False,False,False,False,False,False,False,False,False,BONUS,,2.0,1.0,,,1,False,False
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,5.0,Bonus 1 : 1,2014-03-28,2014-04-02,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,BONUS 1 : 1,False,True,False,False,False,False,False,False,False,False,False,BONUS,,1.0,1.0,,,1,False,False
NIBL,NRB Industrial Bearings Limited,EQ,2.0,Annual General Meeting,2014-03-28,,2014-04-03,2014-04-11,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
COLPAL,Colgate Palmolive (India) Limited,EQ,1.0,Third Interim Dividend Rs 9/- Per Share (Purpose Revised),2014-04-01,2014-04-03,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,THIRD INTERIM DIVIDEND RS 9/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,9.0,,,,,1,False,False
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,10.0,Final Dividend Rs.50/- Per Share,2014-04-03,,2014-04-07,2014-04-17,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,FINAL DIVIDEND RS.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,50.0,,,,,1,False,False
SBT,State Bank of Travancore,EQ,10.0,Interim Dividend - Rs 2.50/- Per Share (Purpose Revised),2014-04-09,2014-04-10,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
FOSECOIND,Foseco India Limited,EQ,10.0,Annual General Meeting / Special Dividend - Rs 12.50/- Per Share + Final Dividend - Rs 3/- Per Share,2014-04-10,,2014-04-12,2014-04-22,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / SPECIAL DIVIDEND - RS 12.50/- PER SHARE + FINAL DIVIDEND - RS 3/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,12.5,,,,,1,False,False
GULFOILCOR,Gulf Oil Corporation Limited,EQ,2.0,Interim Dividend - Rs 2.20/- Per Share + Special Dividend - Re 0.30/- Per Share,2014-04-10,2014-04-14,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2.20/- PER SHARE + SPECIAL DIVIDEND - RE 0.30/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.2,,,,,1,False,False
HONAUT,Honeywell Automation India Limited,EQ,10.0,Annual General Meeting / Dividend - Rs 10/- Per Share,2014-04-10,,2014-04-15,2014-04-22,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 10/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,10.0,,,,,1,False,False
MYSOREBANK,State Bank of Mysore,EQ,10.0,Interim Dividend - Rs 3/- Per Share,2014-04-10,2014-04-12,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
SKFINDIA,SKF India Limited,EQ,10.0,Annual General Meeting / Dividend - Rs 7.50/- Per Share (Book Closure End Date Revised),2014-04-11,,2014-04-16,2014-04-23,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 7.50/- PER SHARE (BOOK CLOSURE END DATE REVISED),True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,7.5,,,,,1,False,False
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,10.0,Interim Dividend Of Re.1/- Per Share (10)% For The Financial Year 2013-2014,2014-04-11,2014-04-15,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,INTERIM DIVIDEND OF RE.1/- PER SHARE (10)% FOR THE FINANCIAL YEAR 2013-2014,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
ADVANTA,Advanta Limited,EQ,2.0,Annual General Meeting,2014-04-16,,2014-04-19,2014-04-29,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SANOFI,Sanofi India Limited,EQ,10.0,Annual General Meeting/Dividend Rs 35/- Per Share,2014-04-16,,2014-04-18,2014-04-29,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 35/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,35.0,,,,,1,False,False
STYRENIX,Styrenix Performance Materials Limited,EQ,10.0,Annual General Meeting / Dividend - Rs 4/- Per Share,2014-04-16,,2014-04-21,2014-04-29,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 4/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,4.0,,,,,1,False,False
ESABINDIA,Esab India Limited,EQ,10.0,Dividend Re 1 Per Share,2014-04-17,,2014-04-22,2014-04-24,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,10.0,Annual General Meeting / Final Dividend Rs 20/- Per Share,2014-04-17,,2014-04-22,2014-05-06,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / FINAL DIVIDEND RS 20/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,20.0,,,,,1,False,False
VESUVIUS,Vesuvius India Limited,EQ,1.0,Annual General Meeting / Dividend Rs. 4.75/- Per Share,2014-04-17,,2014-04-22,2014-04-29,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND RS. 4.75/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,4.75,,,,,1,False,False
BRANDHOUSE,Brandhouse Retails Limited,EQ,10.0,Annual General Meeting,2014-04-21,,2014-04-23,2014-04-28,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
MINDTREE,MindTree Limited,EQ,10.0,Third Interim Dividend - Rs 5/- Per Share (Purpose Revised),2014-04-21,2014-04-22,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,THIRD INTERIM DIVIDEND - RS 5/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
SKUMARSYNF,S. Kumars Nationwide Limited,EQ,10.0,Annual General Meeting,2014-04-21,,2014-04-23,2014-04-28,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
HCLTECH,HCL Technologies Limited,EQ,2.0,Interim Dividend - Rs 4/- Per Share (Purpose Revised),2014-04-22,2014-04-23,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,INTERIM DIVIDEND - RS 4/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
HUHTAMAKI,Huhtamaki India Limited,EQ,2.0,Annual General Meeting / Dividend - Rs 2.80/- Per Share,2014-04-22,,2014-04-24,2014-05-07,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 2.80/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,2.8,,,,,1,False,False
RAMCOSYS,Ramco Systems Limited,EQ,10.0,Rights 1:2 @ Premium Rs.145/- Per Equity Share,2014-04-22,2014-04-23,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,RIGHTS 1:2 @ PREMIUM RS.145/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,2.0,,,1,False,False
GPPL,Gujarat Pipavav Port Limited,EQ,10.0,Annual General Meeting,2014-04-23,,2014-04-26,2014-05-06,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ABB,ABB India Limited,EQ,2.0,Annual General Meeting/Dividend Rs 3/- Per Share,2014-04-25,,2014-04-29,2014-05-05,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 3/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,3.0,,,,,1,False,False
CRISIL,Crisil Limited,EQ,1.0,Interim Dividend - Rs 3/- Per Share (Purpose Revised),2014-04-25,2014-04-28,,,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
CEMPRO,Cemindia Projects Limited,EQ,1.0,Annual General Meeting/Dividend Re 1/- Per Share,2014-04-28,,2014-04-30,2014-05-08,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RE 1/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
RAIN,Rain Industries Limited,EQ,2.0,Annual General Meeting,2014-04-28,,2014-04-30,2014-05-08,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
RSYSTEMS,R Systems International Limited,EQ,1.0,Annual General Meeting /Dividend Rs.0.95 Per Equity Share,2014-04-29,,2014-05-02,2014-05-10,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING /DIVIDEND RS.0.95 PER EQUITY SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.95,,,,,1,False,False
GEODESIC,Geodesic Limited,EQ,2.0,Annual General Meeting,2014-04-30,,2014-05-05,2014-05-10,,,corporate_actions_20140401_20140430.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
CASTROLIND,Castrol India Limited,EQ,5.0,Final Dividend - Rs 3.50/- Per Share,2014-05-02,,2014-05-06,2014-05-13,,,corporate_actions_20140501_20140531.json,NSE corporate actions API,FINAL DIVIDEND - RS 3.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.5,,,,,1,False,False
TVSMOTOR,TVS Motor Company Limited,EQ,1.0,Second Interim Dividend - Re 0.75/- Per Share (Purpose Revised),2014-05-02,2014-05-05,,,,,corporate_actions_20140501_20140531.json,NSE corporate actions API,SECOND INTERIM DIVIDEND - RE 0.75/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.75,,,,,1,False,False
BATAINDIA,Bata India Limited,EQ,5.0,Annual General Meeting / Dividend - Rs 6.50/- Per Share,2014-05-05,,2014-05-07,2014-05-21,,,corporate_actions_20140501_20140531.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 6.50/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,6.5,,,,,1,False,False
